title,article
"
		  【 投诉】极兔速递华阳老城区网点擅自大量退件",极兔速递华阳老城区网点今年3月以来对各地快递来件均以成都有疫情为由退件，不通知寄收双方，该网点电话、地址不对找不到人。本人作为收件人近期多个快件被擅自退回，造成买卖双方的损失。如等运单被直接退回。希望邮政部门对其进行调查处理。
"
		  【 咨询】领导，三胎有补助吗",国家实行生三胎古蔺县有补助吗，生三胎报销比列太少花七千多才报一千五
"
		  【 建言】建议成德s11路增加天津路站",建议成德s11市域铁路增加天津路站点，并扩建天津路
"
		  【 建言】交通",梓潼县黎雅镇公布所有车子不能乱听乱放，镇政府公布也是对的，但也要根据实际情况，城市里面街道两边也规划有停车位置，黎雅镇街道两边没有规划停车位，广大老百姓车停那里，应该规划3个停车场，说白了农村年轻人都去打工，剩下的都是老年人，老年人上街几本都是买点或卖点东西就走，老人争点钱本身不容易，你们么到就罚，百姓出路在那里，应该把3个主要路口规划停车场，珍对老人是以说服为主，不是以罚为主。这才是中华美德。
"
		  【 咨询】射洪市可善挺用药医保能报销吗？",射洪市医院可以打可善挺吗？现在可善挺在射洪这边医保报销的比例是多少？需要什么条件，什么手续？
"
		  【 投诉】发放小卡片拉人免费做美容诱骗",请问相关部门，这些归谁管，每个地方都有人多新闻报道，拉人美容，然后强制消费，你们都视而不见。严厉打击一下吧，上当受骗的都是很年轻的小伙子，小姑娘，都没有社会经验那些，有可能被骗了，一个月生活费就没有了。
"
		  【 投诉】井盖噪音",真的要被这井盖折磨疯了，之前就找过相关部门修理，但是就只垫几块胶条，很明显的敷衍了事，井盖明显和马路不平，改更换就应该更换，一天几百上千辆车经过，一个周又恢复成原样，有关部门能不能想个一劳永逸的办法，因为我们这种小老百姓是真的不想过多麻烦政府，是实在不知道怎么办了才会来找你们，而且我想说井盖安在马路中间本身不合理，希望有关部门尽快整改。
"
		  【 建言】能不能在绕城高速绿化带安装高杆路灯？",领导好:我想提一个建议，就是能不能在绕城中央绿化带安装高杆路灯？绕城已经通车21年了，现在又修了两边公园式绿化带，如果安装了路灯有几大好处:1，减少夜间开车交通事故，2可以照射一部份两边绿化带，这样晚上也可以出来在绿道散步，3多了一圈光彩工程，等等好处很多。二绕通车已经7.8年了，三绕也通，所以一绕早就属于城市高速了，应该加装路灯，为城市添加一道靓丽又安全的风景线。
"
		  【 投诉】四川域高建筑工程有限公司拖欠员工工资三个月",四川域高建筑工程有限公司拖欠员工工资三个月，一直不发，根据劳动法规定，企业不得以任理由拖欠员工工资，但该企业已拖欠工资三个月，一直不发希、望有管部门重视这件事情、给我们一个满意的答复，感谢各位领导
"
		  【 投诉】蜀都大道迎晖路段夜间重型货车通行噪音严重扰民",领导您好！蜀都大道迎晖路段每天晚上十点左右开始至第二天早晨一直有重型货车快速行驶，发出巨大噪音，严重影响了附近居民夜间休息，道路两侧无隔音措施，普通轿车通过时噪音已经非常明显，当重型货车通过时，车速很快，噪音更佳刺耳，更是整晚无法入睡；希望可以限制重型货车夜间通行，降低该路段限制车速，保障居民的夜间居住环境。恳请领导解决，感谢！
"
		  【 投诉】小区私自安装道闸占用市政道路",尊敬的领导您好：我是玛塞城相邻协信中心小区一名业主代表，由于小区未成立业委会，所以业主需求和问题没有人能协助向上反映。作为之前组织成立业委会的候选人之一，现代表小区820户业主，想请相关部门给予我们一个明确合理的回复意见。玛塞城与电子科大小学和刃具宿舍之间的道路，有一段属于市政道路，剩余部分据玛塞城业主所说，属于小区红线内道路，他们为了方便自己小区，准备在红线道路两端接轨市政道路的位置进行道闸设置，禁止附近居民车辆通过。该路段属于接送小学学生和附近小区出行要道，虽然有一段属于红线内，但是根据规划要求，小区建筑红线退后的道路，供市政使用后，小区居民不得占有，现在玛塞城业委会组织进行占有的行为，经过街道办投诉，街办不予理睬，说管不到，交管部门之前在此道路上画了黄色禁停线，也贴过很多年的罚单，想请相关部门进行当年开发以及道路规划调查之后，给我们一个详细情况回复。1、该路段部分市政道路，在玛塞城设置道闸之后，就归于小区私有道路了，这个市政道路就赠予玛塞城业主所用，其他居民失去的使用权？2、该小区在开发时候的详细规划是如何的？建筑红线位置具体位置在哪里，入住近十年，为何这条所谓的小区内部道路会一直用于公共道路使用，是否当年规划就是红线内提交市政使用的部分？3、根据建筑规划，小区建筑必须根据当地政策，退后红线一定范围，并且退出的部分不能占用，为何玛塞城业主可以占用这一块退出作为市政道路的用地，并且相关职能部门回复管不着？
"
		  【 求助】我要辞职",我于2022年3月3日提交辞职报告，3月17日收到单位辞职告知书，不同意我辞职，怎么办？
"
		  【 投诉】骑福出行恶意收费",恶意收费。乱收费。工作人员不清楚为什么，客服电话打不通。还车点不能还车。只能强制还车。有工作人员在放车的还车点我不能还车。乱收费。
"
		  【 投诉】怡心湖是私家公园吗",怡心湖公园限制小娃儿带滑板车，玩具风筝(风筝长30cm)，等玩具进入园区，请问这是私家公园还是公共区域，若是公共区域实行限制应出具法律法规依据以及门口公示说明管理办法等相关条例，若是物业保安个人行为，请督促改正
"
		  【 咨询】关于江油市河口镇村道路面硬化的问题",领导您好，我是河口镇新隆村（原重兴乡新街村三组）人，叫黄*康，近些年农村村道硬化工程让很多世世代代的农村人也走上了干净的水泥路，甚至很多村社已经通到户，给乡里人生产生活带来了便捷。可我们村至今很多主路都尚未接通，更别说到户，最近生产队长组织原新街村三组村民开会讨论，说是又有了几百米指标给了我们三组，由于该三组范围内主路还有不少距离需要硬化，又有支路，社员们争议很大，咨询村书记只是一句镇政府的决定便挂了电话对于这种僧多粥少的情况，真诚的问下领导几个问题：指标是如何划分的，是以什么为标准？是以主路优先还是支路优先？为什么同一乡镇各村实施路面硬化的进度会不一致？    感谢领导阅读解答。
"
		  【 投诉】申请安装新能源充电桩 业委会不同意",
"
		  【 咨询】2022年教招会和英语专业八级考试重合吗",请问2022年上半年教师招聘考试会和英语专业八级考试重合吗，英语专业八级考试由于疫情原因由4.23推迟到5.28，与四川省人力资源给出的教师招聘考试预计五月底进行考试，但现在也没有出公告，请问能不能多考虑一些因素，错峰一星期都可以啊，这两样对于我们来说都很重要，尤其是应届生，没有专八，工作难找，但又很认真准备了教师招聘考试，这两样都不想放弃啊。请问什么时候出公告，能否错峰考试，什么时候考试。望回复
"
		  【 求助】泸州汇通超市购买到发霉变质食品，不予处理",本人于今年3月26号，在泸州汇通超市南光路店，南光路388-400号，购买到发霉变质食品，在超市门口准备食用就发现发霉变质，找到超市后，不予处理，我又在超市工作人员见证下，在货架上发现很多发霉的椰子，并且现场拍照，视频取证，工作人员也承认发霉，他说这个是正常现象，发霉的食品都公然售卖，而且这是我第二次在他们店买到发霉食品，第一次我都算了，这次居然还理直气壮，希望相关职能部门为老百姓做主，按照消费者权益保护法对消费者进行赔偿，并对涉事企业进行食品安全检查
